,id,embedding,prediction,ground_truth
7035,bs26ky,"[-0.07618148624897003, -0.44521719217300415, 0.04679068550467491, 0.0003354210639372468, 0.18309572339057922, -0.15112461149692535, 0.09299823641777039, -0.05295495688915253, -0.4796520173549652, 0.043608978390693665]",0,1
7036,brwrn0,"[0.29457032680511475, -0.04350470006465912, 0.015161143615841866, -0.2814030349254608, -0.18949046730995178, -0.07669278234243393, -0.11188884824514389, 0.1870552897453308, -0.17267592251300812, 0.0397789366543293]",0,0
7037,brs9s0,"[0.11232011765241623, 0.16997429728507996, -0.04076099023222923, 0.10827506333589554, 0.10393545776605606, -0.5132893323898315, 0.21376052498817444, 0.1991180181503296, -0.3371889889240265, -0.005637547466903925]",2,1
7038,brrkh9,"[0.7799356579780579, 0.016719654202461243, -0.16834858059883118, -0.021890360862016678, 0.2924425005912781, -0.03536069020628929, 0.06794396042823792, 0.2203262895345688, -0.35557642579078674, -0.13662724196910858]",2,0
7039,brqfds,"[-0.014527132734656334, 0.005835709162056446, -0.429316908121109, 0.0317150354385376, 0.044781606644392014, -0.12580518424510956, 0.3400847017765045, 0.027634622529149055, 0.060402676463127136, -0.1347481608390808]",0,0
7040,brnx2d,"[0.04595248028635979, 0.24990279972553253, -0.0012748814187943935, -0.010265883058309555, -0.004748570267111063, -0.0481744259595871, 0.199442058801651, 0.08058799058198929, -0.39257997274398804, -0.29358693957328796]",2,1
7041,brapme,"[-0.10284927487373352, -0.1286705583333969, 0.18285274505615234, -0.13219298422336578, 0.12496369332075119, 0.2845247685909271, -0.13219790160655975, 0.005984736140817404, -0.5950248837471008, -0.19507990777492523]",2,1
7042,br9lmu,"[0.013846507295966148, 0.13676822185516357, 0.6682816743850708, 0.02016974799335003, -0.025274213403463364, -0.1147562563419342, 0.06070592254400253, -0.011847014538943768, -0.11636802554130554, 0.13451392948627472]",2,2
7043,br247x,"[0.08991779386997223, -0.27180153131484985, 0.14178280532360077, -0.5481832027435303, -0.43836289644241333, -0.16125446557998657, -0.04995748773217201, 0.18068474531173706, -0.23645079135894775, 0.5612095594406128]",0,0
7044,br1rv3,"[0.2622804343700409, 0.014887628145515919, -0.031048117205500603, 0.012173282913863659, -0.028518015518784523, -0.12164231389760971, 0.13822630047798157, 0.05042057856917381, -0.14769016206264496, -0.5005499720573425]",2,0
7045,bqy0fk,"[0.05223201960325241, -0.30005425214767456, 0.3119061291217804, -0.22251665592193604, -0.12360132485628128, 0.48709744215011597, -0.38535258173942566, 0.12549585103988647, -0.14512832462787628, 0.21819743514060974]",1,1
7046,bqs9m8,"[-0.14482912421226501, -0.1475319117307663, 0.030700359493494034, -0.10832435637712479, 0.09667512029409409, 0.011800994165241718, 0.47271817922592163, -0.21174503862857819, -0.1048867478966713, 0.08284877985715866]",0,0
7047,bqnszp,"[0.07413797825574875, -0.02780606411397457, 0.05552145838737488, 0.09637901186943054, 0.33555877208709717, 0.14044785499572754, -0.06515835970640182, -0.026407986879348755, 0.17033186554908752, -0.13427840173244476]",1,1
7048,bqjyzc,"[0.33362674713134766, 0.08594168722629547, -0.6177505850791931, 0.0073945000767707825, 0.05400816351175308, 0.08971806615591049, 0.2917119860649109, 0.4137011170387268, -0.4194275140762329, -0.6157984137535095]",2,1
7049,bq8i1s,"[-0.034693390130996704, -0.004821875598281622, -0.0646265298128128, 0.21536937355995178, 0.3216029405593872, -0.11249223351478577, -0.08264416456222534, -0.3941001892089844, 0.04168088734149933, 0.008557907305657864]",1,2
7050,bq62hd,"[0.23834414780139923, 0.31555598974227905, -0.024793291464447975, -0.008302595466375351, -0.06086207553744316, -0.3749416768550873, -0.16218845546245575, -0.14414402842521667, -0.12490636855363846, 0.2201317697763443]",2,0
7051,bq3l04,"[-0.2937037944793701, 0.10765333473682404, -0.0010967791313305497, -0.22103241086006165, -0.09122304618358612, -0.10327231884002686, 0.44093057513237, -0.14478255808353424, -0.1197979524731636, -0.049743637442588806]",0,1
7052,bq34vp,"[0.008062797598540783, -0.09493597596883774, -0.11655207723379135, -0.11664847284555435, -0.19874119758605957, -0.09509897232055664, -0.1974860429763794, 0.0604708231985569, 0.03979963809251785, -0.010166594758629799]",0,0
7053,bpzxro,"[-0.24643084406852722, -0.05968329682946205, -0.1557621955871582, -0.010389575734734535, 0.2354063242673874, -0.20695005357265472, 0.04735884815454483, -0.1681225448846817, 0.07926296442747116, 0.06141253933310509]",1,0
7054,bpydja,"[-0.11511190235614777, -0.1543591320514679, -0.06788457185029984, 0.09447043389081955, 0.023503173142671585, -0.4261057674884796, 0.3850071430206299, -0.002523967297747731, 0.0233522467315197, 0.23523248732089996]",0,0
7055,bprjyx,"[-0.18828561902046204, -0.11474112421274185, -0.03539158031344414, -0.10689868777990341, 0.37240999937057495, -0.2618659734725952, -0.07780086994171143, 0.2611284554004669, -0.09688817709684372, -0.03504662960767746]",2,1
7056,bpjevi,"[-0.31813350319862366, 0.03816759213805199, -0.10491291433572769, -0.2256155014038086, 0.013150758109986782, -0.06552992016077042, 0.07416731119155884, -0.02557334117591381, -0.030143529176712036, -0.18519417941570282]",2,0
7057,bpds3g,"[0.23444095253944397, 0.05561051517724991, -0.027281370013952255, 0.005673687905073166, 0.007376118563115597, -0.028069863095879555, 0.15813758969306946, -0.2012503445148468, -0.07110439985990524, -0.28612032532691956]",2,0
7058,bpcyj5,"[-0.43343520164489746, -0.11200501024723053, -0.1984788030385971, -0.2064324915409088, 0.05803782492876053, 0.03251105919480324, -0.24526037275791168, 0.07792835682630539, 0.05997492000460625, -0.039935629814863205]",1,2
7059,bpcnxm,"[-0.21404817700386047, -0.1439914107322693, 0.1299794465303421, -0.05093543976545334, 0.10794920474290848, -0.12362415343523026, -0.0071390229277312756, 0.024829009547829628, -0.1680319905281067, -0.4453989565372467]",2,2
7060,bpbxdr,"[0.23135927319526672, -0.037270814180374146, -0.23275433480739594, 0.16995736956596375, 0.17710541188716888, -0.06883345544338226, 0.11093126237392426, 0.2293081283569336, -0.41955235600471497, -0.2286035418510437]",2,0
7061,bp79hp,"[-0.011752896942198277, 0.10047274082899094, 0.12319635599851608, 0.2887895405292511, -0.11913248151540756, -0.35550329089164734, 0.06452659517526627, -0.10525500029325485, -0.1945405900478363, -0.41275960206985474]",2,2
7062,bp25b1,"[0.5433350205421448, 0.0951850488781929, 0.071160227060318, 0.21994346380233765, -0.016088148579001427, -0.1235162690281868, 0.15668894350528717, 0.34809228777885437, -0.2355097383260727, -0.3173307180404663]",2,0
7063,boyza7,"[-0.0012279888615012169, -0.21757255494594574, 0.18757584691047668, -0.22292551398277283, 0.17199459671974182, -0.04680084437131882, 0.001863586832769215, -0.28441789746284485, -0.058431003242731094, 0.17936408519744873]",0,0
7064,bovanz,"[-0.020161420106887817, -0.12619410455226898, -0.21567188203334808, -0.06258745491504669, 0.17828908562660217, 0.0890047699213028, -0.0420931801199913, 0.21965163946151733, -0.3810768127441406, 0.08990388363599777]",2,1
7065,boohya,"[0.13981640338897705, 0.06647724658250809, 0.005362184718251228, 0.22654063999652863, -0.12904149293899536, 0.17145876586437225, -0.1046096533536911, -0.031377147883176804, -0.15833216905593872, 0.0906783938407898]",2,2
7066,boms9e,"[-0.24035236239433289, 0.0028213446494191885, -0.37025704979896545, 0.05065236613154411, 0.016902010887861252, -0.09392073005437851, -0.01146632805466652, 0.30041420459747314, -0.314461350440979, -0.18792115151882172]",2,1
7067,bojis0,"[-0.13813553750514984, 0.1803882122039795, -0.4298456907272339, -0.20142853260040283, 0.011870956979691982, -0.007857930846512318, 0.08243811875581741, 0.3204091191291809, -0.03441263735294342, -0.10078107565641403]",2,2
7068,boee66,"[-0.06231360137462616, 0.17462429404258728, 0.05302708223462105, -0.15743491053581238, 0.08709865063428879, -0.04282502084970474, 0.5006824731826782, 0.03861398249864578, -0.26848143339157104, -0.3248164653778076]",2,1
7069,bodvbi,"[-0.23281264305114746, 0.004210669081658125, -0.002321167616173625, -0.09055344015359879, 0.024575427174568176, -0.013523978181183338, 0.3023078739643097, 0.3834192752838135, -0.6480276584625244, 0.207116037607193]",2,2
7070,boaksm,"[-0.19543376564979553, -0.10235272347927094, 0.015422509051859379, -0.20644551515579224, 0.10055351257324219, -0.07282444089651108, 0.06369577348232269, -0.04160254821181297, -0.1374421864748001, 0.016060302034020424]",0,1
7071,bo6wui,"[0.13896629214286804, 0.3423236310482025, -0.24823226034641266, 0.1060539036989212, 0.2211342453956604, 0.17104177176952362, -0.13454121351242065, -0.07527942210435867, -0.14345350861549377, -0.06279877573251724]",2,2
7072,bo0rnu,"[-0.03361855447292328, -0.07854287326335907, -0.02611517906188965, -0.24408966302871704, -0.12609948217868805, 0.16177141666412354, 0.1509385108947754, 0.06734726577997208, -0.3327401578426361, -0.18271876871585846]",0,1
7073,bo05yx,"[-0.7052932381629944, 0.1260707974433899, -0.20290499925613403, 0.06573399156332016, 0.020037146285176277, -0.10171442478895187, 0.3516409993171692, 0.13853804767131805, -0.049172721803188324, -0.30936044454574585]",2,1
7074,bnwafd,"[0.22503623366355896, 0.1342846006155014, -0.22826838493347168, -0.14140371978282928, -0.001414097030647099, 0.010477577336132526, 0.2671929597854614, 0.3187764585018158, -0.2963557839393616, -0.6795922517776489]",2,1
7075,bnv7ym,"[-0.008859935216605663, -0.03496524319052696, -0.4109201729297638, 0.06795573979616165, -0.16844479739665985, -0.11946000158786774, -0.020656101405620575, 0.24803879857063293, -0.008059777319431305, -0.07601536065340042]",0,1
7076,bnuoof,"[0.42464739084243774, -0.08605324476957321, -0.0826423317193985, 0.06660640239715576, 0.16818901896476746, 0.05762789398431778, -0.24949482083320618, 0.049763329327106476, -0.5160053968429565, 0.0058811502531170845]",2,2
7077,bnsiaf,"[0.16654236614704132, -0.203642800450325, -0.21199952065944672, 0.0555461086332798, 0.11547095328569412, -0.6351653933525085, 0.07222627848386765, 0.18383470177650452, -0.3470289707183838, -0.12677955627441406]",2,0
7078,bnrueh,"[0.11992178857326508, 0.11404317617416382, -0.24853244423866272, 0.011256677098572254, -0.06318419426679611, -0.03210436552762985, -0.0030999677255749702, -0.05913872644305229, -0.15303179621696472, -0.1092522069811821]",2,0
7079,bnqxmr,"[-0.12000929564237595, -0.1058124229311943, -0.1749112606048584, -0.008674532175064087, 0.016817232593894005, -0.6957393288612366, 0.28764134645462036, -0.053124330937862396, -0.2211274653673172, -0.17275428771972656]",0,2
7080,bnqx3g,"[0.4950118958950043, -0.03382692486047745, 0.1884329617023468, 0.06527680903673172, -0.16394901275634766, 0.07366502285003662, -0.02902892976999283, 0.20276157557964325, 0.04681423306465149, -0.18316678702831268]",2,1
7081,bnor4c,"[0.3874208331108093, 0.016151223331689835, -0.3369240462779999, 0.10228624939918518, -0.227259561419487, -0.06624054908752441, 0.6576131582260132, 0.05401555448770523, -0.36132746934890747, -0.21196486055850983]",0,0
7082,bnoord,"[0.0371125191450119, 0.12638802826404572, 0.25798526406288147, 0.06432507187128067, 0.07298427075147629, -0.06812827289104462, -0.04374976083636284, 0.23703055083751678, 0.07794725894927979, -0.33156120777130127]",2,1
7083,bnn8hx,"[-0.18986786901950836, -0.07390687614679337, -0.16565945744514465, 0.028588131070137024, 0.03952709957957268, 0.11835535615682602, 0.5760080218315125, 0.3133865296840668, -0.1674419641494751, -0.07264956086874008]",0,1
7084,bnjq93,"[0.13082432746887207, 0.01966659352183342, -0.3346491754055023, 0.017516491934657097, -0.08425559848546982, -0.1166420504450798, 0.7703914046287537, 0.035502295941114426, -0.33025217056274414, 0.13330981135368347]",0,0
7085,bnd5ra,"[-0.10100766271352768, 0.020387355238199234, 0.38006100058555603, 0.1052328422665596, 0.07888942211866379, -0.10740624368190765, 0.030402924865484238, -0.10057662427425385, -0.11833004653453827, 0.10948888957500458]",2,1
7086,bncl37,"[-0.05989387631416321, -0.3268076479434967, -0.3783591389656067, -0.01694432459771633, -0.31300848722457886, -0.0013498141197487712, 0.427272766828537, -0.0974826067686081, -0.1239481195807457, 0.01497906818985939]",0,0
7087,bnb3yu,"[-0.13040460646152496, 0.07781711965799332, -0.17791898548603058, 0.23137514293193817, -0.11074700951576233, -0.4109121263027191, -0.07804446667432785, 0.08569590747356415, -0.447562575340271, -0.06419150531291962]",2,0
7088,bn6a67,"[-0.2050466686487198, -0.1613401621580124, -0.030432285740971565, 0.039156749844551086, 0.03816330432891846, -0.12239839881658554, -0.02660924196243286, 0.12752975523471832, -0.2919033169746399, 0.14008037745952606]",2,1
7089,bmzud5,"[-0.011699738912284374, 0.07479279488325119, -0.5092993378639221, 0.027518536895513535, -0.011807939037680626, -0.16044650971889496, 0.16167454421520233, 0.07034340500831604, 0.05784036964178085, -0.194128155708313]",0,0
7090,bmypas,"[0.4737817347049713, 0.34064704179763794, -0.15670962631702423, 0.05358680710196495, 0.12399334460496902, -0.16866964101791382, 0.443258672952652, -0.03296133875846863, -0.4413405656814575, -0.3541810214519501]",2,2
7091,bmogel,"[-0.3495858311653137, 0.03510358929634094, -0.02067139931023121, -0.12200560420751572, 0.06485863775014877, 0.16241580247879028, -0.34179365634918213, 0.25618961453437805, 0.13648530840873718, 0.08318713307380676]",1,2
7092,bmnhty,"[-0.04749610647559166, 0.1991894245147705, -0.10747089236974716, -0.09083613753318787, 0.09071464836597443, -0.14200283586978912, 0.20205575227737427, -0.2754755914211273, -0.13681408762931824, 0.1501457244157791]",2,2
7093,bmmqcn,"[0.33277422189712524, 0.051843609660863876, -0.05258632451295853, 0.08510024100542068, 0.15961892902851105, 0.024754028767347336, -0.3475413918495178, 0.07475163042545319, -0.1623515784740448, -0.51120924949646]",2,0
7094,bmkojf,"[-0.14149333536624908, 0.41708046197891235, -0.08628315478563309, -0.19347546994686127, -0.03812191262841225, -0.11052094399929047, 0.1819852739572525, 0.018177784979343414, -0.24414733052253723, -0.09931975603103638]",2,2
7095,bmklsm,"[-0.016832441091537476, 0.16277295351028442, -0.1521889567375183, 0.4435061812400818, 0.23465454578399658, -0.16526193916797638, 0.053144119679927826, 0.02255481854081154, -0.19101452827453613, -0.3635505437850952]",2,0
7096,bmkhom,"[0.0028015202842652798, 0.013402973301708698, 0.05335739254951477, 0.03996329382061958, -0.04755042493343353, -0.03753179684281349, 0.1512272208929062, 0.1704631745815277, -0.35264238715171814, -0.26450490951538086]",2,0
7097,bmkdu7,"[-0.038998182862997055, 0.49517080187797546, -0.1752893179655075, -0.23764997720718384, 0.1884388029575348, -0.1527169644832611, 0.12015710771083832, 0.22012226283550262, 0.05680122599005699, -0.4055750370025635]",2,0
7098,bmk5l8,"[0.1772223562002182, 0.32443374395370483, 0.19643953442573547, -0.01342804729938507, -0.10459735989570618, -0.06006723642349243, 0.24748091399669647, -0.24110618233680725, 0.1844158172607422, -0.1125846654176712]",2,1
7099,bmfp7f,"[0.24966800212860107, -0.32418951392173767, -0.18448998034000397, -0.11547642946243286, -0.42308279871940613, -0.02287309616804123, 0.4160057604312897, 0.002998756244778633, 0.047145694494247437, -0.28963136672973633]",0,0
7100,bmdpee,"[-0.01992819830775261, -0.1142069473862648, 0.11071271449327469, 0.15999950468540192, -0.17782701551914215, -0.2647368311882019, -0.18669171631336212, -0.03074001893401146, -0.028851475566625595, 0.21282413601875305]",2,1
7101,bm2b4r,"[-0.3654334843158722, -0.17822909355163574, 0.1482650190591812, 0.47040435671806335, 0.08221101760864258, -0.0592135414481163, 0.27232423424720764, -0.12148669362068176, -0.03959828242659569, 0.08566639572381973]",2,0
7102,blxu5o,"[0.01693210005760193, -0.42268943786621094, -0.09841185063123703, -0.07604826241731644, 0.15212926268577576, -0.45125043392181396, -0.041068416088819504, 0.28252890706062317, -0.31777575612068176, 0.08464386314153671]",0,1
7103,blw6j5,"[-0.18810071051120758, -0.06247109919786453, 0.16790540516376495, -0.2113153040409088, 0.2447374016046524, -0.3824600279331207, 0.04970405995845795, -0.06831903755664825, -0.19643037021160126, 0.21166585385799408]",2,0
7104,blt2zq,"[-0.23672407865524292, -0.014499141834676266, -0.14835581183433533, 0.01414843462407589, 0.01951378583908081, -0.17538900673389435, 0.1662006378173828, 0.3714470863342285, -0.03815867751836777, -0.18639375269412994]",2,1
7105,blmjnz,"[-0.27784428000450134, -0.3555057644844055, -0.08399511128664017, 0.07985608279705048, 0.4324943423271179, -0.032320763915777206, -0.01537343580275774, -0.02677689678966999, -0.03103254921734333, 0.043666429817676544]",1,0
7106,blkyp4,"[0.12328491359949112, -0.2864171266555786, 0.028463125228881836, 0.18371888995170593, -0.228862002491951, -0.4103664457798004, 0.0225752554833889, -0.05296657234430313, -0.2257954329252243, 0.23844964802265167]",0,0
7107,blkmor,"[-0.14514081180095673, -0.23292578756809235, -0.2625367343425751, 0.342386931180954, 0.6716013550758362, -0.24213369190692902, 0.4114597737789154, 0.17985539138317108, -0.27991732954978943, -0.3587711453437805]",2,1
7108,blfuf2,"[0.3873332440853119, -0.046340327709913254, -0.13321278989315033, -0.0020262980833649635, 0.31085455417633057, -0.10044432431459427, 0.09775923937559128, 0.42113733291625977, -0.7256312370300293, -0.14511249959468842]",2,1
7109,bl5qvm,"[0.4394826591014862, 0.09517933428287506, 0.2848593592643738, 0.033220939338207245, 0.09162268787622452, 0.0855838879942894, -0.020558560267090797, 0.2537239193916321, -0.15415076911449432, -0.37640970945358276]",2,1
7110,bl4sfx,"[0.428692489862442, -0.2743222713470459, 0.04806774854660034, -0.04409247636795044, -0.40491965413093567, -0.31684958934783936, -0.008157542906701565, -0.017195988446474075, -0.45762500166893005, 0.42705345153808594]",0,0
7111,bl09dh,"[0.7138708233833313, -0.057267364114522934, 0.15268729627132416, -0.3420271575450897, 0.2118852436542511, -0.04353698343038559, 0.2519438564777374, 0.5072504878044128, -0.3412054479122162, -0.23674745857715607]",2,0
7112,bkyff1,"[-0.04365600273013115, -0.02946396917104721, 0.3005807399749756, 0.07290613651275635, -0.014699893072247505, -0.139280304312706, 0.015697676688432693, 0.17121097445487976, 0.02847297303378582, -0.09949962049722672]",2,1
7113,bky5mh,"[0.16227100789546967, -0.09025996178388596, 0.0622207373380661, -0.08308612555265427, 0.005432799458503723, -0.02116021141409874, 0.1538051813840866, 0.13080723583698273, -0.13188207149505615, -0.0708005279302597]",0,1
7114,bkxkvi,"[-0.23387721180915833, -0.1509840041399002, -0.06942133605480194, 0.04484455659985542, 0.0097515182569623, -0.3050537705421448, 0.2860868573188782, -0.07515470683574677, 0.13719947636127472, -0.12160872668027878]",0,0
7115,bkh2wh,"[-0.009216776117682457, -0.12481231242418289, 0.0055768489837646484, 0.07485942542552948, 0.269039511680603, -0.028733162209391594, 0.029500702396035194, 0.6716923713684082, -0.3118003010749817, -0.09982036054134369]",2,1
7116,c0cggw,"[0.14349284768104553, 0.07686542719602585, 0.6366593241691589, 0.06202177703380585, 0.011131037026643753, 0.0005800398648716509, 0.04088694974780083, -0.3091982305049896, -0.23421797156333923, -0.1514490693807602]",2,0
7117,c0bz5y,"[-0.2814209461212158, -0.33288562297821045, 0.21496455371379852, 0.15649768710136414, 0.10662082582712173, 0.07013958692550659, 0.15569646656513214, 0.2963288724422455, 0.251778781414032, 0.10898736119270325]",1,1
7118,c0ajol,"[-0.09822281450033188, -0.03144257888197899, -0.12069354951381683, -0.10733138769865036, -0.0240057073533535, -0.04443385824561119, 0.3932291269302368, -0.015286247245967388, -0.02432982809841633, -0.1783401370048523]",0,2
7119,c0a27v,"[0.10922294110059738, -0.08530936390161514, 0.08322732895612717, -0.41796791553497314, 0.21828188002109528, -0.4741981625556946, -0.0458143949508667, 0.26712656021118164, -0.1908484846353531, -0.37954792380332947]",2,0
7120,c09w11,"[0.20754195749759674, 0.011801865883171558, 0.18768414855003357, 0.031245116144418716, -0.1472204029560089, -0.3070150315761566, 0.7355499863624573, 0.19257384538650513, -0.5583882927894592, -0.07363991439342499]",0,0
7121,c05g6h,"[-0.047221358865499496, -0.14790327847003937, 0.07693484425544739, 0.005960097536444664, 0.19897818565368652, -0.5420550107955933, 0.3888093829154968, 0.217105433344841, -0.03376753628253937, 0.10513994097709656]",0,2
7122,c04zdb,"[0.8317862153053284, 0.01711457222700119, -0.16545145213603973, 0.08411848545074463, 0.21561972796916962, -0.13695424795150757, 0.1729905754327774, 0.12554818391799927, -0.7405789494514465, -0.5268571972846985]",2,0
7123,c00aen,"[-0.024179624393582344, -0.022959420457482338, 0.08041800558567047, -0.0014043182600289583, 0.06724945455789566, -0.20428211987018585, 0.15623043477535248, 0.20788823068141937, -0.20734652876853943, -0.043054938316345215]",2,0
7124,bzxq3j,"[-0.07781565189361572, -0.09380454570055008, -0.21894726157188416, 0.036602623760700226, 0.06351224333047867, -0.053150005638599396, 0.0742693841457367, -0.0004765451594721526, -0.1935632824897766, 0.009502018801867962]",2,0
7125,bzvc66,"[0.7120132446289062, -0.1636093109846115, 0.15428471565246582, -0.12657096982002258, 0.10301977396011353, -0.005212726537138224, -0.22915300726890564, 0.14263685047626495, -0.4915623068809509, 0.1187940239906311]",2,0
7126,bzux6p,"[0.12693504989147186, 0.19813349843025208, 0.11786384880542755, 0.08681934326887131, 0.09911027550697327, -0.22005954384803772, 0.2642611861228943, 0.2854132652282715, -0.1347096860408783, -0.2242284119129181]",2,0
7127,bzrjos,"[0.13040414452552795, -0.19349370896816254, 0.05498918890953064, -0.14456263184547424, 0.07785646617412567, -0.04117888584733009, 0.254342257976532, 0.150131955742836, -0.2626473605632782, -0.10698958486318588]",0,2
7128,bzmwvv,"[-0.06774848699569702, 0.2105933427810669, -0.472169429063797, -0.03166981041431427, -0.03480636328458786, 0.01723969168961048, 0.18769387900829315, 0.1320575773715973, -0.039191581308841705, -0.03633532673120499]",2,1
7129,bzgnmj,"[0.18644516170024872, 0.05595063790678978, 0.17541038990020752, 0.017909731715917587, -0.0811108872294426, -0.02966275066137314, 0.07634131610393524, 0.08766304701566696, -0.09164267778396606, -0.15009133517742157]",2,0
7130,bz7eha,"[0.3998734652996063, -0.10193701088428497, 0.327837735414505, -0.0014015736524015665, 0.5008084177970886, 0.10059255361557007, -0.10112418234348297, 0.3340202867984772, -0.748401403427124, -0.10801519453525543]",2,2
7131,bz5b53,"[-0.09407896548509598, 0.04521745815873146, -0.047110941261053085, -0.09001578390598297, 0.01006846409291029, -0.1346808522939682, 0.11831077933311462, -0.05410870537161827, -0.16438552737236023, 0.13682495057582855]",2,1
7132,bz3fnt,"[-0.45940762758255005, 0.03042159229516983, -0.2565080523490906, -0.02298048511147499, 0.07053406536579132, 0.04804447665810585, 0.20687827467918396, -0.0530620738863945, -0.18991239368915558, -0.05907534435391426]",2,1
7133,bz2lon,"[-0.08715128153562546, -0.011755721643567085, -0.023302949965000153, 0.051289938390254974, 0.28352129459381104, -0.30150654911994934, 0.16972538828849792, -0.4812406599521637, -0.24219214916229248, -0.0010033618891611695]",2,0
7134,bz1pbu,"[0.0992748886346817, -0.10753139853477478, -0.3118179142475128, -0.09943198412656784, -0.061295196413993835, 0.01835644617676735, 0.027103811502456665, -0.22642649710178375, -0.19986991584300995, -0.14749911427497864]",0,1
7135,byw05h,"[-0.1581728160381317, 0.16729940474033356, 0.03639281168580055, -0.06191244348883629, -0.052550286054611206, -0.12733474373817444, 0.045146312564611435, -0.07843653112649918, -0.13216888904571533, 0.08010414242744446]",2,1
7136,byvsp2,"[-0.1903727501630783, 0.2612614631652832, -0.12813681364059448, 0.022130250930786133, -0.019889211282134056, -0.5647845268249512, 0.003562071593478322, 0.005552773363888264, -0.10592476278543472, -0.4814966320991516]",2,0
7137,byrbxu,"[-0.0789240300655365, -0.12432720512151718, 0.016330119222402573, -0.06297755241394043, 0.05454898625612259, 0.016471799463033676, -0.07049057632684708, -0.15324954688549042, -0.41282919049263, -0.062159765511751175]",2,2
7138,byqld5,"[0.4554058611392975, -0.13010376691818237, 0.039315905421972275, -0.10600448399782181, -0.34399864077568054, -0.4654109477996826, 0.004288505297154188, 0.15825794637203217, -0.2642126977443695, -0.19830912351608276]",0,0
7139,bylytm,"[0.021749379113316536, 0.025903351604938507, -0.1062755361199379, 0.025204213336110115, 0.1604587733745575, -0.315970242023468, -0.09907309710979462, 0.23538435995578766, -0.1959601193666458, -0.11109603941440582]",2,2
7140,bybr18,"[0.6050955653190613, 0.07406852394342422, -0.43105772137641907, -0.2445908635854721, 0.007718835491687059, -0.10818803310394287, 0.17648595571517944, 0.06514177471399307, -0.4739150404930115, -0.21486450731754303]",0,0
7141,by7aye,"[-0.1609671413898468, 0.17561806738376617, -0.07662077993154526, 0.10955724865198135, -0.06551572680473328, -0.048190224915742874, 0.19015491008758545, -0.1688712239265442, -0.5265834927558899, -0.08202653378248215]",2,0
7142,by6fk6,"[-0.005890922155231237, -0.16343630850315094, -0.037967655807733536, -0.03849521651864052, 0.018753573298454285, -0.12148179858922958, -0.4595757722854614, -0.09701499342918396, -0.2507017254829407, 0.5296456217765808]",2,1
7143,by5mxq,"[-0.26908254623413086, -0.010338754393160343, -0.20055873692035675, 0.10720754414796829, 0.0948207750916481, 0.01458810642361641, 0.4425095021724701, 0.1157904714345932, -0.041385967284440994, -0.08853332698345184]",2,0
7144,by2rsq,"[-0.22658604383468628, 0.2539350092411041, -0.19969257712364197, 0.005895740352571011, 0.0794948861002922, 0.10666126757860184, 0.07918815314769745, 0.31590667366981506, -0.6381917595863342, -0.19133657217025757]",2,2
7145,by19cj,"[0.4045867621898651, -0.1963920146226883, -0.23535051941871643, -0.018246887251734734, -0.30100005865097046, -0.20811030268669128, 0.16922329366207123, 0.04647025465965271, 0.002003466011956334, -0.20596393942832947]",0,0
7146,bxvn15,"[-0.42149558663368225, 0.013873783871531487, -0.2621718645095825, 0.055067580193281174, 0.08134312182664871, -0.43842244148254395, -0.10833140462636948, 0.16092780232429504, -0.19064363837242126, -0.04919638857245445]",2,0
7147,bxvlck,"[-0.43691688776016235, -0.10174573212862015, 0.1315460354089737, -0.06895894557237625, 0.44136881828308105, -0.06398973613977432, 0.24801412224769592, -0.25237908959388733, -0.36935001611709595, 0.08098521828651428]",2,0
7148,bxuxdp,"[0.5873497724533081, -0.13490881025791168, -0.03821062296628952, 0.1438826024532318, 0.09501607716083527, 0.0674881562590599, -0.00281832879409194, 0.3153126537799835, -0.28338882327079773, -0.10257192701101303]",2,2
7149,bxuayq,"[-0.23691359162330627, 0.052735261619091034, -0.07477691769599915, -0.00011711833212757483, 0.26748013496398926, 0.009571726433932781, -0.08385005593299866, 0.14468902349472046, -0.30764901638031006, -0.04301705211400986]",2,1
7150,bxn7u3,"[-0.11820197105407715, 0.011208009906113148, -0.10873331874608994, 0.12358008325099945, 0.07615908235311508, -0.14455768465995789, 0.14316406846046448, -0.1982918232679367, 0.14875100553035736, 0.0302207563072443]",1,1
7151,bxmrym,"[0.11759058386087418, -0.44862791895866394, -0.34164392948150635, 0.23937025666236877, 0.2946169376373291, -0.1951473504304886, 0.3499496877193451, -0.04276515170931816, -0.35620325803756714, 0.15811166167259216]",0,0
7152,bxkkfh,"[-0.5450676679611206, -0.13181446492671967, -0.14818203449249268, -0.2124139666557312, 0.1039360761642456, -0.081655353307724, -0.11074193567037582, 0.2267904430627823, -0.06743725389242172, -0.30169859528541565]",2,0
7153,bxhyk6,"[-0.2591601312160492, 0.003996642306447029, -0.30481645464897156, -0.036499857902526855, 0.3573748469352722, -0.35655367374420166, -0.14295586943626404, 0.13078491389751434, -0.12053925544023514, -0.2559662461280823]",2,2
7154,bxhjnv,"[-0.0441114716231823, -0.04187784716486931, -0.03981289267539978, 0.11823981255292892, 0.04774792864918709, -0.0446881465613842, 0.17271208763122559, -0.1439686417579651, -0.273280531167984, -0.13261865079402924]",2,2
7155,bxas12,"[0.06777874380350113, 0.24230915307998657, -0.030583344399929047, 0.18153536319732666, 0.2503651976585388, 0.1324279010295868, -0.11075237393379211, 0.2630249857902527, -0.33636927604675293, -0.040410276502370834]",2,1
